Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Regular,FDQ45,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-419.506,12.84,185.36,3.7
Regular,DRC01,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,-419.597,12.84,48.47,3.7
Regular,FDD59,Starchy Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-419.689,12.84,81.9,3.7
Regular,FDO10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,-419.78,13.65,57.66,3.6
Low Fat,FDG02,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,-419.872,7.86,189.62,3.6
Regular,FDH14,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,-419.963,17.1,141.18,3.6
Regular,FDG12,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,-420.055,6.64,121.31,3.6
Low Fat,NCC31,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,-420.146,8.02,154.6,3.6
Low Fat,FDW11,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,-420.237,12.6,61.92,3.6
Regular,FDE40,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,-420.329,12.84,62.92,3.6
Regular,FDG33,Seafood,2018,OUT027,Tier 3,Medium,Supermarket Type3,-420.42,12.84,170.48,3.6
Low Fat,FDA33,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-420.512,6.48,148.01,3.6
LF,FDC15,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,-420.603,18.1,155.53,3.6
Regular,DRB48,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,-420.695,16.75,39.38,3.6
low fat,FDK48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,-420.786,7.45,76.84,3.6
reg,FDH45,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,-420.877,15.1,42.88,3.6
Regular,FDW22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-420.969,9.7,222.91,3.6
Regular,FDO27,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,-421.06,6.18,95.28,3.6
Regular,FDS33,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-421.152,12.84,86.95,3.6
Low Fat,NCZ06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,-421.243,19.6,252.27,3.6
Regular,FDA52,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-421.334,16.2,178.44,3.6
Regular,FDM60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-421.426,10.8,41.51,3.6
Regular,FDO10,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,-421.517,13.65,58.36,3.6
LF,FDD36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-421.609,13.3,119.81,3.6
Low Fat,FDU02,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,-421.7,13.35,228.64,3.6
Low Fat,FDB08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,-421.792,6.06,158.76,3.6
Low Fat,DRM23,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,-421.883,16.6,172.04,3.6
Low Fat,NCD31,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,-421.974,12.1,166.05,3.6
Regular,FDV37,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,-422.066,13,196.04,3.6
Regular,FDT55,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,-422.157,13.6,156.49,3.6
Low Fat,FDL16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,-422.249,12.84,47.11,3.6
Low Fat,DRK11,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,-422.34,12.84,148.04,3.6
Low Fat,NCM26,Others,2018,OUT019,Tier 1,Small,Grocery Store,-422.431,12.84,153.93,3.6
Low Fat,FDK09,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,-422.523,12.84,227.54,3.6
Low Fat,FDT46,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,-422.614,12.84,52.1,3.6
Regular,FDP13,Canned,2018,OUT019,Tier 1,Small,Grocery Store,-422.706,12.84,41.55,3.6
Regular,FDO03,Meat,2018,OUT019,Tier 1,Small,Grocery Store,-422.797,12.84,230.54,3.6
Regular,FDO09,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,-422.889,12.84,262.89,3.6
LF,FDD17,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-422.98,7.5,235.99,3.6
LF,FDC20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-423.071,10.65,54.03,3.6
LF,NCI18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,-423.163,18.35,224.57,3.6
Low Fat,FDW13,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,-423.254,8.5,52.53,3.6
Low Fat,FDA50,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,-423.346,16.25,98.34,3.6
Low Fat,FDT43,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-423.437,16.35,51.23,3.6
Low Fat,FDD57,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-423.528,18.1,96.01,3.6
Low Fat,DRG11,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,-423.62,6.39,108.96,3.6
Low Fat,NCB30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,-423.711,14.6,199.91,3.6
Low Fat,NCR50,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,-423.803,20.2,151.63,3.6
Low Fat,FDX21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-423.894,7.05,111.19,3.6
Low Fat,FDJ46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-423.986,11.1,174.21,3.6
Low Fat,FDX45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-424.077,16.75,156.16,3.6
Regular,FDN23,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,-424.168,6.58,146.44,3.6
Regular,FDV52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-424.26,20.7,118.05,3.6
Regular,FDQ07,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-424.351,15.1,221.85,3.6
Regular,FDX56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-424.443,17.1,209.06,3.6
low fat,NCE43,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,-424.534,12.5,170.84,3.6
LF,NCD07,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,-424.625,9.1,115.45,3.6
Low Fat,FDX13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,-424.717,7.73,250.21,3.6
Low Fat,FDR26,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,-424.808,20.7,178.3,3.6
Low Fat,FDD05,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-424.9,19.35,120.91,3.6
Low Fat,FDQ20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-424.991,8.33,41.61,3.6
Low Fat,NCI29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-425.083,8.6,140.92,3.6
Low Fat,NCP55,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,-425.174,14.65,55.66,3.6
Low Fat,FDI46,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-425.265,9.5,251.97,3.6
Low Fat,FDI33,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-425.357,16.5,91.01,3.6
Low Fat,DRE49,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,-425.448,20.75,151.9,3.6
Low Fat,FDF02,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,-425.54,16.2,102.5,3.6
Low Fat,NCP05,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-425.631,19.6,151.7,3.6
Low Fat,NCW30,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,-425.722,5.21,257.9,3.6
Low Fat,NCL54,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,-425.814,12.6,174.51,3.6
Low Fat,NCF42,Household,2020,OUT017,Tier 2,High,Supermarket Type1,-425.905,17.35,176.77,3.6
Low Fat,NCP30,Household,2020,OUT017,Tier 2,High,Supermarket Type1,-425.997,20.5,39.38,3.6
Low Fat,NCO43,Others,2020,OUT017,Tier 2,High,Supermarket Type1,-426.088,5.5,100,3.6
Low Fat,FDC46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-426.18,17.7,184.03,3.6
Regular,FDL13,Breakfast,2015,OUT045,Tier 2,High,Supermarket Type1,-426.271,13.85,234.93,3.6
Regular,FDE41,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,-426.362,9.2,85.96,3.6
Regular,FDR27,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,-426.454,15.1,133.49,3.6
Regular,FDL21,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,-426.545,15.85,39.35,3.6
Regular,FDZ36,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,-426.637,6.04,184.42,3.6
Regular,FDW12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,-426.728,8.32,144.34,3.6
Regular,FDK25,Breakfast,2020,OUT017,Tier 2,High,Supermarket Type1,-426.819,11.6,168.35,3.6
Regular,FDP08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,-426.911,20.5,194.15,3.6
Regular,FDM15,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,-427.002,11.8,152.44,3.6
low fat,DRF60,Soft Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,-427.094,10.8,240.36,3.6
low fat,FDX58,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,-427.185,13.15,181.3,3.6
Low Fat,FDP11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,-427.277,15.85,218.72,3.6
Low Fat,DRI39,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,-427.368,13.8,57.49,3.6
Low Fat,FDF04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,-427.459,17.5,256.43,3.6
Low Fat,FDY31,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,-427.551,5.98,148.24,3.6
Low Fat,FDR43,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,-427.642,18.2,37.82,3.6
Low Fat,NCC30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,-427.734,16.6,176.63,3.6
Low Fat,FDQ10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,-427.825,12.85,172.04,3.6
Low Fat,FDL22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,-427.916,16.85,91.05,3.6
Low Fat,DRG13,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,-428.008,17.25,162.55,3.6
Regular,FDM04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,-428.099,9.2,52.07,3.6
Regular,FDA04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,-428.191,11.3,260.9,3.6
Low Fat,FDE26,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,-428.282,9.3,143.08,3.6
Low Fat,FDA19,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,-428.374,7.52,128.8,3.6
Low Fat,NCJ30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,-428.465,5.82,170.58,3.6
Low Fat,NCF18,Household,2011,OUT010,Tier 3,Medium,Grocery Store,-428.556,18.35,191.95,3.6
Low Fat,DRA12,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,-428.648,11.6,143.02,3.6
Regular,FDN03,Meat,2011,OUT010,Tier 3,High,Grocery Store,-428.739,9.8,248.54,3.6
Regular,FDV22,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,-428.831,14.85,157.56,3.6
LF,NCA17,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,-428.922,20.6,148.44,3.6
Low Fat,FDP38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,-429.013,10.1,50.9,3.6
Low Fat,FDD50,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,-429.105,18.85,168.41,3.6
Low Fat,FDA50,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,-429.196,16.25,96.04,3.6
Low Fat,FDX20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,-429.288,7.37,228.37,3.6
Low Fat,FDA56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,-429.379,9.21,120.84,3.6
Low Fat,FDB33,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,-429.471,17.75,158.13,3.6
Low Fat,FDL44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,-429.562,18.25,162.89,3.6
Low Fat,DRH23,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,-429.653,14.65,55.26,3.6
Low Fat,NCK29,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,-429.745,5.62,123.47,3.6
Low Fat,NCN43,Others,2014,OUT013,Tier 3,High,Supermarket Type1,-429.836,12.15,122.17,3.6
Low Fat,NCM19,Others,2014,OUT013,Tier 3,High,Supermarket Type1,-429.928,12.65,114.12,3.6
Low Fat,FDC47,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,-430.019,15,229.97,3.6
Low Fat,FDR10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,-430.111,17.6,161.56,3.6
Regular,FDP36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,-430.202,10.4,52.3,3.6
Regular,FDI04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,-430.293,13.65,197.14,3.6
Regular,FDU16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,-430.385,19.25,85.29,3.6
Regular,FDG56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,-430.476,13.3,61.05,3.6
Regular,FDF08,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,-430.568,14.3,88.49,3.6
LF,NCM54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,-430.659,17.7,127.37,3.6
LF,FDV21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-430.75,11.5,126.07,3.6
Low Fat,FDS12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-430.842,9.1,127.24,3.6
Low Fat,FDX16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-430.933,17.85,148.01,3.6
Low Fat,FDM32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,-431.025,20.5,88.18,3.6
Low Fat,NCM06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,-431.116,7.48,153.97,3.6
Low Fat,NCN18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,-431.208,8.9,113.35,3.6
Low Fat,NCF07,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,-431.299,9,102,3.6
Low Fat,NCB43,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,-431.39,20.2,188.69,3.6
Low Fat,FDV15,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,-431.482,10.3,102.36,3.6
Low Fat,FDX34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-431.573,6.2,120.61,3.6
Low Fat,DRJ24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,-431.665,11.8,185.39,3.6
Regular,FDT14,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,-431.756,10.7,121.84,3.6
Regular,FDT19,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,-431.847,7.59,172.81,3.6
Regular,FDI34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-431.939,10.65,231.47,3.6
Low Fat,DRH51,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,-432.03,12.84,89.19,3.6
Low Fat,FDU38,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,-432.122,12.84,192.95,3.6
Low Fat,FDB32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,-432.213,12.84,94.88,3.6
Low Fat,FDS08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,-432.305,12.84,178.44,3.6
Low Fat,DRG23,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,-432.396,12.84,151.27,3.6
Low Fat,NCK18,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,-432.487,12.84,164.12,3.6
Low Fat,NCT42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,-432.579,12.84,151.04,3.6
Low Fat,NCV30,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,-432.67,12.84,62.35,3.6
Regular,FDL48,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-432.762,12.84,46.8,3.6
Regular,FDA02,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,-432.853,12.84,143.58,3.6
Regular,FDR32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,-432.944,12.84,226.77,3.6
Regular,FDZ39,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,-433.036,12.84,103.5,3.6
Regular,FDI21,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-433.127,12.84,63.92,3.6
Regular,FDO46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-433.219,12.84,187.39,3.6
Regular,FDW21,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-433.31,12.84,98.84,3.6
reg,FDI16,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-433.402,12.84,52.56,3.6
Regular,FDH17,Frozen Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-433.493,16.2,96.97,3.5
Regular,FDV10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,-433.584,7.65,42.31,3.5
Low Fat,FDM20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,-433.676,10,246.91,3.5
Low Fat,FDH35,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-433.767,18.25,164.75,3.5
Regular,FDI04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,-433.859,13.65,197.64,3.5
Low Fat,NCD06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,-433.95,13,45.41,3.5
Regular,FDB35,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,-434.041,12.3,92.98,3.5
Low Fat,DRE49,Soft Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,-434.133,20.75,153,3.5
Low Fat,FDU55,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,-434.224,16.2,260.63,3.5
Low Fat,FDL27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,-434.316,6.17,66.38,3.5
Low Fat,FDB27,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,-434.407,7.58,195.28,3.5
Low Fat,FDH19,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,-434.499,19.35,175.47,3.5
Regular,FDZ13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,-434.59,7.84,51.94,3.5
Low Fat,FDH57,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-434.681,10.9,133.63,3.5
Regular,FDL52,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,-434.773,6.64,39.75,3.5
Low Fat,FDC15,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,-434.864,18.1,156.73,3.5
Regular,FDU21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,-434.956,11.8,34.76,3.5
Low Fat,FDL08,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,-435.047,10.8,245.91,3.5
LF,NCQ05,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,-435.138,11.4,151.67,3.5
Low Fat,FDD58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,-435.23,7.76,99.77,3.5
Low Fat,FDV45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-435.321,16.75,186.46,3.5
Low Fat,NCX42,Household,2014,OUT013,Tier 3,High,Supermarket Type1,-435.413,6.36,164.55,3.5
Low Fat,FDP19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-435.504,11.5,128.17,3.5
Regular,FDL38,Canned,2018,OUT019,Tier 1,Small,Grocery Store,-435.596,12.84,88.42,3.5
Low Fat,DRF23,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,-435.687,4.61,172.84,3.5
Low Fat,FDH12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-435.778,9.6,105.13,3.5
Low Fat,FDM39,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,-435.87,6.42,178.6,3.5
Low Fat,NCC43,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,-435.961,7.39,249.51,3.5
Low Fat,NCP54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,-436.053,15.35,122.87,3.5
Low Fat,NCG30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,-436.144,20.2,124.4,3.5
Low Fat,NCN07,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,-436.235,18.5,129.93,3.5
Low Fat,FDP34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-436.327,12.85,157.66,3.5
Low Fat,DRD13,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,-436.418,15,65.22,3.5
Regular,FDR37,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,-436.51,16.5,181.23,3.5
Regular,FDS16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-436.601,15.15,147.88,3.5
Regular,FDF21,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,-436.693,10.3,191.65,3.5
Regular,FDR19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,-436.784,13.5,147.61,3.5
Regular,FDS33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-436.875,6.67,90.05,3.5
Regular,FDT33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-436.967,7.81,168.72,3.5
Regular,FDI10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-437.058,8.51,173.54,3.5
Low Fat,FDY52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,-437.15,12.84,59.35,3.5
Low Fat,FDY09,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,-437.241,12.84,173.81,3.5
Regular,FDH31,Meat,2018,OUT019,Tier 1,Small,Grocery Store,-437.332,12.84,98.2,3.5
Regular,DRA24,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,-437.424,12.84,163.29,3.5
Low Fat,FDO24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,-437.515,11.1,158.86,3.5
Low Fat,FDL04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-437.607,19,106.56,3.5
Low Fat,FDZ44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-437.698,8.19,117.18,3.5
Low Fat,FDA56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-437.79,9.21,123.14,3.5
Low Fat,DRN47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,-437.881,12.1,179.17,3.5
Low Fat,NCA17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,-437.972,20.6,148.84,3.5
Low Fat,NCL07,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,-438.064,13.85,41.05,3.5
Low Fat,FDM46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-438.155,7.37,94.71,3.5
Regular,FDT24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,-438.247,12.35,76.23,3.5
Regular,FDX35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,-438.338,5.04,228.2,3.5
Regular,FDL02,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,-438.429,20,107.46,3.5
Regular,FDT52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-438.521,9.7,245.81,3.5
Regular,FDN16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-438.612,12.6,102.2,3.5
Regular,FDA28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-438.704,16.1,127.44,3.5
Regular,FDW55,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-438.795,12.6,248.61,3.5
Regular,FDG58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-438.887,10.7,156.2,3.5
LF,FDV32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-438.978,7.79,64.75,3.5
Low Fat,FDP04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-439.069,15.35,65.22,3.5
Low Fat,FDG45,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-439.161,8.1,210.49,3.5
Low Fat,FDS20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-439.252,8.85,181.53,3.5
Low Fat,FDN31,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-439.344,11.5,187.95,3.5
Low Fat,FDC44,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-439.435,15.6,114.15,3.5
Low Fat,DRH36,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,-439.526,16.2,73.97,3.5
Low Fat,DRF37,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,-439.618,17.25,263.59,3.5
Low Fat,FDS35,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,-439.709,9.3,64.68,3.5
Low Fat,FDG50,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,-439.801,7.41,92.41,3.5
Low Fat,FDF14,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,-439.892,7.55,151.93,3.5
Low Fat,FDN02,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,-439.984,16.5,208.26,3.5
Low Fat,FDX19,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,-440.075,19.1,232.7,3.5
Low Fat,DRN59,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,-440.166,15,47.31,3.5
Low Fat,NCB54,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-440.258,8.76,126.23,3.5
Low Fat,NCK53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-440.349,11.6,99.3,3.5
Low Fat,NCB19,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,-440.441,6.53,86.49,3.5
Low Fat,NCU18,Household,2020,OUT017,Tier 2,High,Supermarket Type1,-440.532,15.1,140.55,3.5
Low Fat,NCW06,Household,2020,OUT017,Tier 2,High,Supermarket Type1,-440.624,16.2,193.12,3.5
